space,30_-,10,start
space,30_-,10,fine-grained.preprocess.size,1874268
space,30_-,10,fine-grained.preprocess.time,57232
space,30_-,10,fine-grained.preprocess.number,2816 
space,30_-,10,fine-grained.preprocess.time_p,56906.0
space,30_-,10,fine-grained.mine.size,5852
space,30_-,10,fine-grained.mine.time,11263
space,30_-,10,boost,0.05
space,30_-,10,boost.functions.count,6
space,30_-,10,boost.includes,-sampler-include-method=GetInt -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=grgeodef -sampler-include-method=nodecoor -sampler-include-method=nodedef
space,30_-,10,boost.preprocess.size,318520
space,30_-,10,boost.preprocess.time,1505
space,30_-,10,boost.preprocess.number,251 
space,30_-,10,boost.preprocess.time_p,1376.0
space,30_-,10,boost.mine.size,5796
space,30_-,10,boost.mine.time,2688
space,30_-,10,theta,0.702054
space,30_-,10,prune.functions.count,35
space,30_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=greldef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,30_-,10,prune.preprocess.size,1566780
space,30_-,10,prune.preprocess.time,17336
space,30_-,10,prune.preprocess.number,2090 
space,30_-,10,prune.preprocess.time_p,17105.0
space,30_-,10,prune.mine.size,5836
space,30_-,10,prune.mine.time,7630
space,30_-,10,boost.profile.time,55157
space,30_-,10,boost.profile.size,11397
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v30/v30_b.sites
space,30_-,10,boost.profile.number,8238
space,30_-,10,prune.profile.time,76492
space,30_-,10,prune.profile.size,148747
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v30/v30_p.sites
space,30_-,10,prune.profile.number,116454
space,30_-,10,prune-minus-boost.profile.time,73826
space,30_-,10,prune-minus-boost.profile.size,117279
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v30/v30_pmb.sites
space,30_-,10,prune-minus-boost.profile.number,90732
space,30_-,10,end
