space,38_-,5,start
space,38_-,5,fine-grained.preprocess.size,1911520
space,38_-,5,fine-grained.preprocess.time,75025
space,38_-,5,fine-grained.preprocess.number,3830 
space,38_-,5,fine-grained.preprocess.time_p,74782.0
space,38_-,5,fine-grained.mine.size,5820
space,38_-,5,fine-grained.mine.time,55892
space,38_-,5,boost,0.05
space,38_-,5,boost.functions.count,3
space,38_-,5,boost.includes,-sampler-include-method=addscan -sampler-include-method=blockdef -sampler-include-method=polydef
space,38_-,5,boost.preprocess.size,240252
space,38_-,5,boost.preprocess.time,1180
space,38_-,5,boost.preprocess.number,150 
space,38_-,5,boost.preprocess.time_p,1041.0
space,38_-,5,boost.mine.size,5816
space,38_-,5,boost.mine.time,2126
space,38_-,5,theta,0.154781
space,38_-,5,prune.functions.count,51
space,38_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=blockdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=polydef -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=simgroup -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,38_-,5,prune.preprocess.size,1655580
space,38_-,5,prune.preprocess.time,29679
space,38_-,5,prune.preprocess.number,3077 
space,38_-,5,prune.preprocess.time_p,29482.0
space,38_-,5,prune.mine.size,5872
space,38_-,5,prune.mine.time,44852
space,38_-,5,boost.profile.time,11233
space,38_-,5,boost.profile.size,7406
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v38/v38_b.sites
space,38_-,5,boost.profile.number,5698
space,38_-,5,prune.profile.time,42854
space,38_-,5,prune.profile.size,221517
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v38/v38_p.sites
space,38_-,5,prune.profile.number,176364
space,38_-,5,prune-minus-boost.profile.time,39909
space,38_-,5,prune-minus-boost.profile.size,192988
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v38/v38_pmb.sites
space,38_-,5,prune-minus-boost.profile.number,153008
space,38_-,5,end
