space,30_-,5,start
space,30_-,5,fine-grained.preprocess.size,1874952
space,30_-,5,fine-grained.preprocess.time,51182
space,30_-,5,fine-grained.preprocess.number,2816 
space,30_-,5,fine-grained.preprocess.time_p,50965.0
space,30_-,5,fine-grained.mine.size,5824
space,30_-,5,fine-grained.mine.time,14277
space,30_-,5,boost,0.05
space,30_-,5,boost.functions.count,6
space,30_-,5,boost.includes,-sampler-include-method=GetInt -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=grgeodef -sampler-include-method=nodecoor -sampler-include-method=nodedef
space,30_-,5,boost.preprocess.size,317216
space,30_-,5,boost.preprocess.time,1455
space,30_-,5,boost.preprocess.number,251 
space,30_-,5,boost.preprocess.time_p,1350.0
space,30_-,5,boost.mine.size,5860
space,30_-,5,boost.mine.time,2740
space,30_-,5,theta,0.723080
space,30_-,5,prune.functions.count,35
space,30_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=greldef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,30_-,5,prune.preprocess.size,1569348
space,30_-,5,prune.preprocess.time,16441
space,30_-,5,prune.preprocess.number,2086 
space,30_-,5,prune.preprocess.time_p,16157.0
space,30_-,5,prune.mine.size,5896
space,30_-,5,prune.mine.time,7669
space,30_-,5,boost.profile.time,60842
space,30_-,5,boost.profile.size,11397
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v30/v30_b.sites
space,30_-,5,boost.profile.number,8238
space,30_-,5,prune.profile.time,78448
space,30_-,5,prune.profile.size,148747
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v30/v30_p.sites
space,30_-,5,prune.profile.number,116454
space,30_-,5,prune-minus-boost.profile.time,73198
space,30_-,5,prune-minus-boost.profile.size,117279
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v30/v30_pmb.sites
space,30_-,5,prune-minus-boost.profile.number,90732
space,30_-,5,end
