space,7_-,10,start
space,7_-,10,fine-grained.preprocess.size,1959400
space,7_-,10,fine-grained.preprocess.time,117807
space,7_-,10,fine-grained.preprocess.number,7142 
space,7_-,10,fine-grained.preprocess.time_p,117571.0
space,7_-,10,fine-grained.mine.size,5824
space,7_-,10,fine-grained.mine.time,85369
space,7_-,10,boost,0.05
space,7_-,10,boost.functions.count,3
space,7_-,10,boost.includes,-sampler-include-method=pqlimits -sampler-include-method=secoramp -sampler-include-method=sgramp2n
space,7_-,10,boost.preprocess.size,303220
space,7_-,10,boost.preprocess.time,2168
space,7_-,10,boost.preprocess.number,244 
space,7_-,10,boost.preprocess.time_p,2044.0
space,7_-,10,boost.mine.size,5832
space,7_-,10,boost.mine.time,2230
space,7_-,10,theta,0.280606
space,7_-,10,prune.functions.count,59
space,7_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extremes -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=pqlimits -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=secoramp -sampler-include-method=sgramp2n -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,7_-,10,prune.preprocess.size,1700372
space,7_-,10,prune.preprocess.time,39165
space,7_-,10,prune.preprocess.number,3762 
space,7_-,10,prune.preprocess.time_p,38924.0
space,7_-,10,prune.mine.size,5836
space,7_-,10,prune.mine.time,64292
space,7_-,10,boost.profile.time,9695
space,7_-,10,boost.profile.size,8786
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v7/v7_b.sites
space,7_-,10,boost.profile.number,6860
space,7_-,10,prune.profile.time,46439
space,7_-,10,prune.profile.size,266751
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v7/v7_p.sites
space,7_-,10,prune.profile.number,213332
space,7_-,10,prune-minus-boost.profile.time,43688
space,7_-,10,prune-minus-boost.profile.size,236068
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v7/v7_pmb.sites
space,7_-,10,prune-minus-boost.profile.number,188202
space,7_-,10,end
