space,3_-,1,start
space,3_-,1,coarse-grained.profile.time,9442
space,3_-,1,coarse-grained.profile.size,520
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v3/v3_c.sites
space,3_-,1,coarse-grained.profile.number,136
space,3_-,1,fine-grained.profile.time,74566
space,3_-,1,fine-grained.profile.size,567293
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v3/v3_f.sites
space,3_-,1,fine-grained.profile.number,459152
space,3_-,1,fine-grained.preprocess.size,1861576
space,3_-,1,fine-grained.preprocess.time,48244
space,3_-,1,fine-grained.preprocess.number,2175 
space,3_-,1,fine-grained.preprocess.time_p,47980.0
space,3_-,1,fine-grained.mine.size,5964
space,3_-,1,fine-grained.mine.time,3771
space,3_-,1,boost,0.05
space,3_-,1,boost.functions.count,5
space,3_-,1,boost.includes,-sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=parserro -sampler-include-method=trigrdef -sampler-include-method=versdef
space,3_-,1,boost.preprocess.size,307192
space,3_-,1,boost.preprocess.time,1169
space,3_-,1,boost.preprocess.number,228 
space,3_-,1,boost.preprocess.time_p,1032.0
space,3_-,1,boost.mine.size,5796
space,3_-,1,boost.mine.time,1909
space,3_-,1,theta,0.409842
space,3_-,1,prune.functions.count,25
space,3_-,1,prune.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=doubstep -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=greldef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=hexgrdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,3_-,1,prune.preprocess.size,1504808
space,3_-,1,prune.preprocess.time,8979
space,3_-,1,prune.preprocess.number,1384 
space,3_-,1,prune.preprocess.time_p,8742.0
space,3_-,1,prune.mine.size,5832
space,3_-,1,prune.mine.time,3129
space,3_-,1,boost.profile.time,9339
space,3_-,1,boost.profile.size,6121
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v3/v3_b.sites
space,3_-,1,boost.profile.number,4648
space,3_-,1,prune.profile.time,25020
space,3_-,1,prune.profile.size,97279
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v3/v3_p.sites
space,3_-,1,prune.profile.number,74922
space,3_-,1,prune-minus-boost.profile.time,23965
space,3_-,1,prune-minus-boost.profile.size,92088
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v3/v3_pmb.sites
space,3_-,1,prune-minus-boost.profile.number,70732
space,3_-,1,end
