space,4_-,5,start
space,4_-,5,fine-grained.preprocess.size,1849320
space,4_-,5,fine-grained.preprocess.time,49404
space,4_-,5,fine-grained.preprocess.number,1958 
space,4_-,5,fine-grained.preprocess.time_p,49192.0
space,4_-,5,fine-grained.mine.size,5792
space,4_-,5,fine-grained.mine.time,10706
space,4_-,5,boost,0.05
space,4_-,5,boost.functions.count,7
space,4_-,5,boost.includes,-sampler-include-method=Get1Real -sampler-include-method=adddef -sampler-include-method=grgeodef -sampler-include-method=lenunit -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=recspec
space,4_-,5,boost.preprocess.size,303464
space,4_-,5,boost.preprocess.time,1442
space,4_-,5,boost.preprocess.number,60 
space,4_-,5,boost.preprocess.time_p,1317.0
space,4_-,5,boost.mine.size,5820
space,4_-,5,boost.mine.time,2438
space,4_-,5,theta,0.590497
space,4_-,5,prune.functions.count,32
space,4_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=greldef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,4_-,5,prune.preprocess.size,1533608
space,4_-,5,prune.preprocess.time,13075
space,4_-,5,prune.preprocess.number,1637 
space,4_-,5,prune.preprocess.time_p,12901.0
space,4_-,5,prune.mine.size,5792
space,4_-,5,prune.mine.time,2835
space,4_-,5,boost.profile.time,9468
space,4_-,5,boost.profile.size,10262
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v4/v4_b.sites
space,4_-,5,boost.profile.number,8034
space,4_-,5,prune.profile.time,27354
space,4_-,5,prune.profile.size,130762
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v4/v4_p.sites
space,4_-,5,prune.profile.number,102480
space,4_-,5,prune-minus-boost.profile.time,24409
space,4_-,5,prune-minus-boost.profile.size,101153
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v4/v4_pmb.sites
space,4_-,5,prune-minus-boost.profile.number,78264
space,4_-,5,end
