space,29_-,10,start
space,29_-,10,fine-grained.preprocess.size,1888032
space,29_-,10,fine-grained.preprocess.time,58385
space,29_-,10,fine-grained.preprocess.number,2985 
space,29_-,10,fine-grained.preprocess.time_p,58131.0
space,29_-,10,fine-grained.mine.size,5856
space,29_-,10,fine-grained.mine.time,17156
space,29_-,10,boost,0.05
space,29_-,10,boost.functions.count,3
space,29_-,10,boost.includes,-sampler-include-method=parserro -sampler-include-method=secoramp -sampler-include-method=unifamp
space,29_-,10,boost.preprocess.size,177520
space,29_-,10,boost.preprocess.time,994
space,29_-,10,boost.preprocess.number,120 
space,29_-,10,boost.preprocess.time_p,856.0
space,29_-,10,boost.mine.size,5832
space,29_-,10,boost.mine.time,1641
space,29_-,10,theta,0.316940
space,29_-,10,prune.functions.count,40
space,29_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp
space,29_-,10,prune.preprocess.size,1592704
space,29_-,10,prune.preprocess.time,19112
space,29_-,10,prune.preprocess.number,2299 
space,29_-,10,prune.preprocess.time_p,18902.0
space,29_-,10,prune.mine.size,5856
space,29_-,10,prune.mine.time,15150
space,29_-,10,boost.profile.time,9214
space,29_-,10,boost.profile.size,6468
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_b.sites
space,29_-,10,boost.profile.number,4950
space,29_-,10,prune.profile.time,35444
space,29_-,10,prune.profile.size,170752
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_p.sites
space,29_-,10,prune.profile.number,134888
space,29_-,10,prune-minus-boost.profile.time,33952
space,29_-,10,prune-minus-boost.profile.size,162477
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_pmb.sites
space,29_-,10,prune-minus-boost.profile.number,128198
space,29_-,10,end
