nanoxml,3_10,5,start
nanoxml,3_10,5,boost,0.05
nanoxml,3_10,5,boost.preprocess.size,58572
nanoxml,3_10,5,boost.preprocess.time,336
nanoxml,3_10,5,boost.preprocess.number,20
nanoxml,3_10,5,boost.preprocess.time_p,239.0
nanoxml,3_10,5,boost.mine.size,5816
nanoxml,3_10,5,boost.mine.time,993
nanoxml,3_10,5,theta,0.209670
nanoxml,3_10,5,prune.preprocess.size,61400
nanoxml,3_10,5,prune.preprocess.time,430
nanoxml,3_10,5,prune.preprocess.number,47
nanoxml,3_10,5,prune.preprocess.time_p,328.0
nanoxml,3_10,5,prune.mine.size,5908
nanoxml,3_10,5,prune.mine.time,1042
nanoxml,3_10,5,coarse-grained.profile.time,
nanoxml,3_10,5,coarse-grained.profile.size,960
nanoxml,3_10,5,boost.profile.time,
nanoxml,3_10,5,boost.profile.size,960
nanoxml,3_10,5,prune-minus-boost.profile.time,
nanoxml,3_10,5,prune-minus-boost.profile.size,960
nanoxml,3_10,5,end
