nanoxml,1_1,5,start
nanoxml,1_1,5,boost,0.05
nanoxml,1_1,5,boost.preprocess.size,61356
nanoxml,1_1,5,boost.preprocess.time,322
nanoxml,1_1,5,boost.preprocess.number,15
nanoxml,1_1,5,boost.preprocess.time_p,240.0
nanoxml,1_1,5,boost.mine.size,5832
nanoxml,1_1,5,boost.mine.time,1084
nanoxml,1_1,5,theta,0.624290
nanoxml,1_1,5,prune.preprocess.size,79128
nanoxml,1_1,5,prune.preprocess.time,489
nanoxml,1_1,5,prune.preprocess.number,71
nanoxml,1_1,5,prune.preprocess.time_p,374.0
nanoxml,1_1,5,prune.mine.size,5852
nanoxml,1_1,5,prune.mine.time,1043
nanoxml,1_1,5,coarse-grained.profile.time,58198
nanoxml,1_1,5,coarse-grained.profile.size,952
nanoxml,1_1,5,boost.profile.time,54080
nanoxml,1_1,5,boost.profile.size,952
nanoxml,1_1,5,prune-minus-boost.profile.time,59307
nanoxml,1_1,5,prune-minus-boost.profile.size,952
nanoxml,1_1,5,end
