nanoxml,3_10,10,start
nanoxml,3_10,10,boost,0.05
nanoxml,3_10,10,boost.preprocess.size,58908
nanoxml,3_10,10,boost.preprocess.time,378
nanoxml,3_10,10,boost.preprocess.number,20
nanoxml,3_10,10,boost.preprocess.time_p,263.0
nanoxml,3_10,10,boost.mine.size,5840
nanoxml,3_10,10,boost.mine.time,1115
nanoxml,3_10,10,theta,0.083095
nanoxml,3_10,10,prune.preprocess.size,68056
nanoxml,3_10,10,prune.preprocess.time,466
nanoxml,3_10,10,prune.preprocess.number,50
nanoxml,3_10,10,prune.preprocess.time_p,361.0
nanoxml,3_10,10,prune.mine.size,5856
nanoxml,3_10,10,prune.mine.time,1018
nanoxml,3_10,10,coarse-grained.profile.time,
nanoxml,3_10,10,coarse-grained.profile.size,960
nanoxml,3_10,10,boost.profile.time,
nanoxml,3_10,10,boost.profile.size,960
nanoxml,3_10,10,prune-minus-boost.profile.time,
nanoxml,3_10,10,prune-minus-boost.profile.size,960
nanoxml,3_10,10,end
