nanoxml,3_5,10,start
nanoxml,3_5,10,fine-grained.preprocess.size,162868
nanoxml,3_5,10,fine-grained.preprocess.time,767
nanoxml,3_5,10,fine-grained.preprocess.number,183 
nanoxml,3_5,10,fine-grained.preprocess.time_p,661.0
nanoxml,3_5,10,fine-grained.mine.size,5836
nanoxml,3_5,10,fine-grained.mine.time,1511
nanoxml,3_5,10,boost,0.05
nanoxml,3_5,10,boost.functions.count,6
nanoxml,3_5,10,boost.includes,-sampler-include-method=-RVecChildNamed2_wy_v2--void-main-java.lang.String[]-- -sampler-include-method=-RVecChildNamed3_wy_v2--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.ContentReader--void-close--- -sampler-include-method=-net.n3.nanoxml.StdXMLBuilder--void-addPCData-java.io.Reader,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA--- -sampler-include-method=-net.n3.nanoxml.XMLElement--java.util.Vector-getChildrenNamed-java.lang.String--
nanoxml,3_5,10,boost.preprocess.size,47732
nanoxml,3_5,10,boost.preprocess.time,394
nanoxml,3_5,10,boost.preprocess.number,3 
nanoxml,3_5,10,boost.preprocess.time_p,256.0
nanoxml,3_5,10,boost.mine.size,5844
nanoxml,3_5,10,boost.mine.time,2879
nanoxml,3_5,10,theta,0.010291
nanoxml,3_5,10,prune.functions.count,37
