nanoxml,4_4,5,start
nanoxml,4_4,5,fine-grained.preprocess.size,165784
nanoxml,4_4,5,fine-grained.preprocess.time,1073
nanoxml,4_4,5,fine-grained.preprocess.number,173 
nanoxml,4_4,5,fine-grained.preprocess.time_p,945.0
nanoxml,4_4,5,fine-grained.mine.size,5792
nanoxml,4_4,5,fine-grained.mine.time,1842
nanoxml,4_4,5,boost,0.05
nanoxml,4_4,5,boost.functions.count,3
nanoxml,4_4,5,boost.includes,-sampler-include-method=-net.n3.nanoxml.CDATAReader--int-read-char[],int,int-- -sampler-include-method=-net.n3.nanoxml.CDATAReader--void-close--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA---
nanoxml,4_4,5,boost.preprocess.size,41276
nanoxml,4_4,5,boost.preprocess.time,338
nanoxml,4_4,5,boost.preprocess.number,4 
nanoxml,4_4,5,boost.preprocess.time_p,235.0
nanoxml,4_4,5,boost.mine.size,5844
nanoxml,4_4,5,boost.mine.time,1734
nanoxml,4_4,5,theta,0.254730
nanoxml,4_4,5,prune.functions.count,46
