nanoxml,2_6,5,start
nanoxml,2_6,5,fine-grained.preprocess.size,102244
nanoxml,2_6,5,fine-grained.preprocess.time,835
nanoxml,2_6,5,fine-grained.preprocess.number,101 
nanoxml,2_6,5,fine-grained.preprocess.time_p,715.0
nanoxml,2_6,5,fine-grained.mine.size,5860
nanoxml,2_6,5,fine-grained.mine.time,1782
nanoxml,2_6,5,boost,0.05
nanoxml,2_6,5,boost.functions.count,12
nanoxml,2_6,5,boost.includes,-sampler-include-method=-Parser1_vw_v0--void-main-java.lang.String[]-- -sampler-include-method=-Parser1_vw_v1--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-parseDTD-java.lang.String,net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver,boolean-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.io.Reader-openStream-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--java.io.Reader-openExternalEntity-net.n3.nanoxml.IXMLReader,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLException--void--init--java.lang.String,int,java.lang.Exception,java.lang.String,boolean-- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace--- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace-java.io.PrintStream-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanIdentifier-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver--
nanoxml,2_6,5,boost.preprocess.size,59056
nanoxml,2_6,5,boost.preprocess.time,343
nanoxml,2_6,5,boost.preprocess.number,17 
nanoxml,2_6,5,boost.preprocess.time_p,258.0
nanoxml,2_6,5,boost.mine.size,5832
nanoxml,2_6,5,boost.mine.time,2524
nanoxml,2_6,5,theta,0.229288
nanoxml,2_6,5,prune.functions.count,25
