nanoxml,1_7,10,start
nanoxml,1_7,10,fine-grained.preprocess.size,160744
nanoxml,1_7,10,fine-grained.preprocess.time,679
nanoxml,1_7,10,fine-grained.preprocess.number,154 
nanoxml,1_7,10,fine-grained.preprocess.time_p,570.0
nanoxml,1_7,10,fine-grained.mine.size,5900
nanoxml,1_7,10,fine-grained.mine.time,1736
nanoxml,1_7,10,boost,0.05
nanoxml,1_7,10,boost.functions.count,6
nanoxml,1_7,10,boost.includes,-sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA--- -sampler-include-method=-net.n3.nanoxml.XMLElement--boolean-hasChildren--- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--java.io.Reader-getEntity-net.n3.nanoxml.IXMLReader,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.io.Reader-scanEntity-boolean[],net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLWriter--void-write-net.n3.nanoxml.XMLElement,int-- -sampler-include-method=-net.n3.nanoxml.XMLWriter--void-writeEncoded-java.lang.String--
nanoxml,1_7,10,boost.preprocess.size,58096
nanoxml,1_7,10,boost.preprocess.time,388
nanoxml,1_7,10,boost.preprocess.number,31 
nanoxml,1_7,10,boost.preprocess.time_p,244.0
nanoxml,1_7,10,boost.mine.size,5832
nanoxml,1_7,10,boost.mine.time,2316
nanoxml,1_7,10,theta,0.410131
nanoxml,1_7,10,prune.functions.count,36
