nanoxml,1_6,5,start
nanoxml,1_6,5,fine-grained.preprocess.size,96988
nanoxml,1_6,5,fine-grained.preprocess.time,840
nanoxml,1_6,5,fine-grained.preprocess.number,78 
nanoxml,1_6,5,fine-grained.preprocess.time_p,722.0
nanoxml,1_6,5,fine-grained.mine.size,5836
nanoxml,1_6,5,fine-grained.mine.time,1813
nanoxml,1_6,5,boost,0.05
nanoxml,1_6,5,boost.functions.count,9
nanoxml,1_6,5,boost.includes,-sampler-include-method=-Parser1_vw_v1--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-parseDTD-java.lang.String,net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver,boolean-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processAttList-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-errorWrongClosingTag-net.n3.nanoxml.IXMLReader,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipComment-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipTag-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.XMLEntityResolver--
nanoxml,1_6,5,boost.preprocess.size,57840
nanoxml,1_6,5,boost.preprocess.time,339
nanoxml,1_6,5,boost.preprocess.number,17 
nanoxml,1_6,5,boost.preprocess.time_p,267.0
nanoxml,1_6,5,boost.mine.size,5828
nanoxml,1_6,5,boost.mine.time,1747
nanoxml,1_6,5,theta,0.177966
nanoxml,1_6,5,prune.functions.count,35
