3,35,1,start
3,35,1,raw.profile.time,1102
3,35,1,coarse-grained.profile.time,1912
3,35,1,coarse-grained.profile.number,5708
3,35,1,coarse-grained.profile.size,244
3,35,1,fine-grained.profile.time,6388
3,35,1,fine-grained.profile.size,14308
3,35,1,fine-grained.profile.number,176043
3,35,1,fine-grained.preprocess.size,2571968
3,35,1,fine-grained.preprocess.time,10489
3,35,1,fine-grained.preprocess.number,4
3,35,1,fine-grained.preprocess.time_p,9614.0
3,35,1,fine-grained.mine.size,19056
3,35,1,fine-grained.mine.time,91
3,35,1,boost.includes,-sampler-include-method=-org.apache.commons.math3.genetics.ListPopulation--void--init--java.util.List,int-- -sampler-include-method=-org.apache.commons.math3.genetics.ListPopulation--void--init--int--
3,35,1,boost.profile.number,-3
3,35,1,boost.profile.time,1254
3,35,1,boost.profile.size,52
3,35,1,boost.preprocess.size,143088
3,35,1,boost.preprocess.time,914
3,35,1,boost.preprocess.number,4
3,35,1,boost.preprocess.time_p,216.0
3,35,1,boost.mine.size,19648
3,35,1,boost.mine.time,91
3,35,1,prune.theta,0.316689
3,35,1,prune.includes,-sampler-include-method=-org.apache.commons.math3.genetics.ListPopulation--void--init--java.util.List,int-- -sampler-include-method=-org.apache.commons.math3.genetics.ListPopulation--void--init--int--
3,35,1,prune.includes_diff,
3,35,1,end
