3,55,5,start
3,55,5,raw.profile.time,1676
3,55,5,coarse-grained.profile.time,2834
3,55,5,coarse-grained.profile.number,4569
3,55,5,coarse-grained.profile.size,1428
3,55,5,fine-grained.profile.time,399258
3,55,5,fine-grained.profile.size,85272
3,55,5,fine-grained.profile.number,142918
3,55,5,fine-grained.preprocess.size,5450784
3,55,5,fine-grained.preprocess.time,22267
3,55,5,fine-grained.preprocess.number,398
3,55,5,fine-grained.preprocess.time_p,21137.0
3,55,5,fine-grained.mine.size,27024
3,55,5,fine-grained.mine.time,346
3,55,5,boost.includes,-sampler-include-method=-org.apache.commons.math.geometry.Vector3D--org.apache.commons.math.geometry.Vector3D-crossProduct-org.apache.commons.math.geometry.Vector3D,org.apache.commons.math.geometry.Vector3D--
3,55,5,boost.profile.number,202
3,55,5,boost.profile.time,2469
3,55,5,boost.profile.size,372
3,55,5,boost.preprocess.size,436496
3,55,5,boost.preprocess.time,2160
3,55,5,boost.preprocess.number,398
3,55,5,boost.preprocess.time_p,1366.0
3,55,5,boost.mine.size,27184
3,55,5,boost.mine.time,259
3,55,5,prune.theta,0.058398
3,55,5,prune.includes,-sampler-include-method=-org.apache.commons.math.geometry.Vector3D--org.apache.commons.math.geometry.Vector3D-crossProduct-org.apache.commons.math.geometry.Vector3D,org.apache.commons.math.geometry.Vector3D--
3,55,5,prune.includes_diff,
3,55,5,end
