3,105,10,start
3,105,10,raw.profile.time,90
3,105,10,coarse-grained.profile.time,309
3,105,10,coarse-grained.profile.number,1119
3,105,10,coarse-grained.profile.size,40
3,105,10,fine-grained.profile.time,810
3,105,10,fine-grained.profile.size,1304
3,105,10,fine-grained.profile.number,21185
3,105,10,fine-grained.preprocess.size,740944
3,105,10,fine-grained.preprocess.time,4837
3,105,10,fine-grained.preprocess.number,532
3,105,10,fine-grained.preprocess.time_p,4114.0
3,105,10,fine-grained.mine.size,98688
3,105,10,fine-grained.mine.time,6632
3,105,10,boost.includes,-sampler-include-method=-org.apache.commons.math.stat.regression.SimpleRegression--double-getSumSquaredErrors---
3,105,10,boost.profile.number,13
3,105,10,boost.profile.time,202
3,105,10,boost.profile.size,40
3,105,10,boost.preprocess.size,143312
3,105,10,boost.preprocess.time,1061
3,105,10,boost.preprocess.number,23
3,105,10,boost.preprocess.time_p,295.0
3,105,10,boost.mine.size,18944
3,105,10,boost.mine.time,84
3,105,10,prune.theta,0.142690
3,105,10,prune.includes,-sampler-include-method=-org.apache.commons.math.stat.regression.SimpleRegression--double-getSumSquaredErrors--- -sampler-include-method=-org.apache.commons.math.stat.regression.SimpleRegression--void-addData-double,double--
3,105,10,prune.includes_diff,-sampler-include-method=-org.apache.commons.math.stat.regression.SimpleRegression--void-addData-double,double--
3,105,10,prune_s.profile.number,615
3,105,10,prune_s.profile.time,515
3,105,10,prune_s.profile.size,76
3,105,10,prune.profile.number,636
3,105,10,prune.profile.time,437
3,105,10,prune.profile.size,76
3,105,10,prune.preprocess.size,220912
3,105,10,prune.preprocess.time,1902
3,105,10,prune.preprocess.number,532
3,105,10,prune.preprocess.time_p,1173.0
3,105,10,prune.mine.size,99024
3,105,10,prune.mine.time,4902
3,105,10,end
