3,4,10,start
3,4,10,raw.profile.time,1721
3,4,10,coarse-grained.profile.time,2195
3,4,10,coarse-grained.profile.number,7530
3,4,10,coarse-grained.profile.size,1260
3,4,10,fine-grained.profile.time,59951
3,4,10,fine-grained.profile.size,78832
3,4,10,fine-grained.profile.number,223455
3,4,10,fine-grained.preprocess.size,15031008
3,4,10,fine-grained.preprocess.time,31819
3,4,10,fine-grained.preprocess.number,4514
3,4,10,fine-grained.preprocess.time_p,30384.0
3,4,10,fine-grained.mine.size,330496
3,4,10,fine-grained.mine.time,23808
3,4,10,boost.includes,-sampler-include-method=-org.apache.commons.math3.geometry.euclidean.threed.Line--org.apache.commons.math3.geometry.euclidean.threed.Vector3D-intersection-org.apache.commons.math3.geometry.euclidean.threed.Line-- -sampler-include-method=-org.apache.commons.math3.geometry.euclidean.threed.Line--boolean-contains-org.apache.commons.math3.geometry.euclidean.threed.Vector3D-- -sampler-include-method=-org.apache.commons.math3.geometry.euclidean.threed.Line--double-distance-org.apache.commons.math3.geometry.euclidean.threed.Vector3D-- -sampler-include-method=-org.apache.commons.math3.geometry.euclidean.twod.SubLine--org.apache.commons.math3.geometry.euclidean.twod.Vector2D-intersection-org.apache.commons.math3.geometry.euclidean.twod.SubLine,boolean-- -sampler-include-method=-org.apache.commons.math3.geometry.euclidean.threed.SubLine--org.apache.commons.math3.geometry.euclidean.threed.Vector3D-intersection-org.apache.commons.math3.geometry.euclidean.threed.SubLine,boolean-- -sampler-include-method=-org.apache.commons.math3.geometry.euclidean.threed.Line--org.apache.commons.math3.geometry.euclidean.threed.Vector3D-closestPoint-org.apache.commons.math3.geometry.euclidean.threed.Line--
3,4,10,boost.profile.number,40
3,4,10,boost.profile.time,1907
3,4,10,boost.profile.size,220
3,4,10,boost.preprocess.size,216432
3,4,10,boost.preprocess.time,1429
3,4,10,boost.preprocess.number,39
3,4,10,boost.preprocess.time_p,686.0
3,4,10,boost.mine.size,19264
3,4,10,boost.mine.time,83
3,4,10,prune.theta,0.022499
