nanoxml,2_3,5,start
nanoxml,2_3,5,prune.preprocess.size,61640
nanoxml,2_3,5,prune.preprocess.time,488
nanoxml,2_3,5,prune.preprocess.number,43 
nanoxml,2_3,5,prune.preprocess.time_p,392.0
nanoxml,2_3,5,prune.mine.size,6120
nanoxml,2_3,5,prune.mine.time,1746
nanoxml,2_3,5,boost.profile.time,62409
nanoxml,2_3,5,boost.profile.size,952
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv3/boost/output.sites
nanoxml,2_3,5,boost.profile.number,268
nanoxml,2_3,5,prune-minus-boost.profile.time,68400
nanoxml,2_3,5,prune-minus-boost.profile.size,952
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv3/prune-minus-boost/output.sites
nanoxml,2_3,5,prune-minus-boost.profile.number,712
nanoxml,2_3,5,end
